PropTypeDescription,Acreage,SpecificPropTypeDescription,NbhdCode2,Land Value,Total Value,TotGLA,Tot Bsmt,EffYearBuilt_Weighted,Quality_Weighted,Main_StyleDesc,FullBaths_Total,HalfBaths_Total,BsmtFinishPct_Weighted,Laundry_Count,KitchenCount,CarportArea,CarportCapacity,GarageArea,GarageCapacity,Count_DetGarage,SqFt_DetGarage,Count_ DetCarport,SqFt_DetCarport,Count_Barn,Sqft_Barn,Count_Guest_House,SqFt_Guest_House,Count_Pools,SqFt_Pools,Count_Recreational_Courts,SqFt_Recreational_Courts,Count_Shed,SqFt_Shed,Count_Gazebo_Pavilion,SqFt_Gazebo_Pavilion,Sold Price,Sold Date,Concessions Amount,segment,Age,Adj_Price,ln_Price,ln_GLA,Time_1,Time_2,Time_3,Trended_Price
Single Family Res,0.2,RESIDENTIAL,C," $68,617.00 "," $231,259.00 ",1088.0,0.0,2001.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,290.0,0.0,,270000.0,2024-12-27,0.0,Residential,116.0,270000.0,12.506177237980511,6.992096427415888,28.055190538764784,0.328515111695138,7.391590013140604,268742.0805671288
Single Family Res,0.2,RESIDENTIAL,C," $68,617.00 "," $231,259.00 ",1088.0,0.0,2001.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,290.0,0.0,,270000.0,2024-12-27,0.0,Land Sales,116.0,270000.0,12.506177237980511,6.992096427415888,28.055190538764784,0.328515111695138,7.391590013140604,272735.0707628911
Exempt,0.06,GOVERNMENTAL,C, $-   , $-   ,1700.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,290000.0,2022-08-31,0.0,Residential,,290000.0,12.577636201962656,7.438383530044307,7.884362680683311,0.0,0.0,295707.16392756306
Exempt,0.06,GOVERNMENTAL,C, $-   , $-   ,1700.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,290000.0,2022-08-31,0.0,Land Sales,,290000.0,12.577636201962656,7.438383530044307,7.884362680683311,0.0,0.0,307477.70779966697
Single Family Res,0.14,RESIDENTIAL,C," $66,103.00 "," $373,961.00 ",1673.0,1673.0,2025.0,2.5,One Story,2.0,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,296.0,0.0,,452000.0,2022-07-20,0.0,Multi-Family,1.0,452000.0,13.021437458814368,7.422373700986824,6.504599211563732,0.0,0.0,404609.5140889907
Single Family Res,0.11,RESIDENTIAL,C," $58,634.00 "," $197,076.00 ",1250.0,0.0,1994.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,576.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,463000.0,2022-02-24,0.0,Residential,101.0,463000.0,13.045482333068371,7.1308988302963465,1.7082785808147174,0.0,0.0,464717.4724768603
Single Family Res,0.11,RESIDENTIAL,C," $58,634.00 "," $197,076.00 ",1250.0,0.0,1994.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,576.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,463000.0,2022-02-24,0.0,Multi-Family,101.0,463000.0,13.045482333068371,7.1308988302963465,1.7082785808147174,0.0,0.0,406082.9558825721
Single Family Res,0.11,RESIDENTIAL,C," $58,634.00 "," $197,076.00 ",1250.0,0.0,1994.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,576.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,463000.0,2022-02-24,0.0,Land Sales,101.0,463000.0,13.045482333068371,7.1308988302963465,1.7082785808147174,0.0,0.0,483499.6480448753
Manufactured Home,0.21,RESIDENTIAL,C," $77,051.00 "," $277,642.00 ",1272.0,0.0,2007.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,525.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,75.0,0.0,,244500.0,2022-05-24,0.0,Residential,32.0,244500.0,12.406970587897064,7.148345743900068,4.6320630749014455,0.0,0.0,247247.8117699608
Manufactured Home,0.21,RESIDENTIAL,C," $77,051.00 "," $277,642.00 ",1272.0,0.0,2007.0,2.0,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,525.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,75.0,0.0,,244500.0,2022-05-24,0.0,Land Sales,32.0,244500.0,12.406970587897064,7.148345743900068,4.6320630749014455,0.0,0.0,257169.06343770184
Single Family Res,0.31,RESIDENTIAL,C," $82,571.00 "," $370,694.00 ",1952.0,572.0,1995.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,832.0,1.0,192.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,359000.0,2025-02-21,0.0,Residential,79.0,359000.0,12.791077667470416,7.5766097669730375,28.055190538764784,0.328515111695138,9.231274638633376,357580.76189036766
Single Family Res,0.31,RESIDENTIAL,C," $82,571.00 "," $370,694.00 ",1952.0,572.0,1995.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,832.0,1.0,192.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,359000.0,2025-02-21,0.0,Land Sales,79.0,359000.0,12.791077667470416,7.5766097669730375,28.055190538764784,0.328515111695138,9.231274638633376,362082.36851753766
Single Family Res,0.4,RESIDENTIAL,C," $102,992.00 "," $260,806.00 ",1120.0,0.0,2011.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,392000.0,2022-07-12,0.0,Residential,76.0,392000.0,12.8790171187726,7.02108396428914,6.241787122207621,0.0,0.0,398039.85015336616
Single Family Res,0.4,RESIDENTIAL,C," $102,992.00 "," $260,806.00 ",1120.0,0.0,2011.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,392000.0,2022-07-12,0.0,Land Sales,76.0,392000.0,12.8790171187726,7.02108396428914,6.241787122207621,0.0,0.0,413948.4501827572
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $451,210.00 ",1798.0,456.0,2008.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,330.0,0.0,,410000.0,2023-04-07,0.0,Residential,31.0,410000.0,12.92391243868049,7.494430215031565,15.078843626806833,0.0,0.0,425827.81544231815
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $451,210.00 ",1798.0,456.0,2008.0,3.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,576.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,330.0,0.0,,410000.0,2023-04-07,0.0,Land Sales,31.0,410000.0,12.92391243868049,7.494430215031565,15.078843626806833,0.0,0.0,442474.58839087165
Single Family Res,0.75,RESIDENTIAL,C," $147,745.00 "," $592,376.00 ",2424.0,0.0,1998.0,4.0,One and One Half,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1226.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,357000.0,2025-07-15,0.0,Residential,125.0,357000.0,12.785491060761776,7.793174347189205,28.055190538764784,0.328515111695138,13.961892247043364,356237.2768599409
Single Family Res,0.75,RESIDENTIAL,C," $147,745.00 "," $592,376.00 ",2424.0,0.0,1998.0,4.0,One and One Half,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1226.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,357000.0,2025-07-15,0.0,Land Sales,125.0,357000.0,12.785491060761776,7.793174347189205,28.055190538764784,0.328515111695138,13.961892247043364,358651.7551347114
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Residential,76.0,355000.0,12.779873068457553,7.261927092702751,28.055190538764784,0.328515111695138,16.590013140604466,354600.3773009121
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Residential,76.0,355000.0,12.779873068457553,7.261927092702751,28.055190538764784,0.328515111695138,16.590013140604466,354600.3773009121
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Land Sales,76.0,355000.0,12.779873068457553,7.261927092702751,28.055190538764784,0.328515111695138,16.590013140604466,355864.04095879867
Single Family Res,0.42,RESIDENTIAL,C," $105,137.00 "," $265,460.00 ",1425.0,0.0,1996.0,3.0,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,408.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,130.0,0.0,,355000.0,2025-10-03,0.0,Land Sales,76.0,355000.0,12.779873068457553,7.261927092702751,28.055190538764784,0.328515111695138,16.590013140604466,355864.04095879867
Single Family Res,0.2,RESIDENTIAL,C," $76,851.00 "," $320,060.00 ",1125.0,1125.0,2000.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,260.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,210.0,0.0,,310000.0,2024-03-13,0.0,Residential,53.0,310000.0,12.644327576461329,7.025538314638521,26.281208935611037,0.0,0.0,331319.6442567405
Single Family Res,0.2,RESIDENTIAL,C," $76,851.00 "," $320,060.00 ",1125.0,1125.0,2000.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,260.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,210.0,0.0,,310000.0,2024-03-13,0.0,Land Sales,53.0,310000.0,12.644327576461329,7.025538314638521,26.281208935611037,0.0,0.0,343904.8433767092
Single Family Res,0.18,RESIDENTIAL,C," $73,506.00 "," $300,820.00 ",1125.0,850.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,840.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,270000.0,2023-09-08,0.0,Residential,72.0,270000.0,12.506177237980511,7.025538314638521,20.13797634691196,0.0,0.0,284072.9531871783
Single Family Res,0.18,RESIDENTIAL,C," $73,506.00 "," $300,820.00 ",1125.0,850.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,840.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,270000.0,2023-09-08,0.0,Land Sales,72.0,270000.0,12.506177237980511,7.025538314638521,20.13797634691196,0.0,0.0,295035.9961874103
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $330,781.00 ",1152.0,1104.0,2002.0,3.5,Bi-Level,2.0,0.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,365000.0,2025-12-02,0.0,Residential,47.0,365000.0,12.80765263256463,7.049254841255837,28.055190538764784,0.328515111695138,18.561103810775293,364866.06702487124
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $330,781.00 ",1152.0,1104.0,2002.0,3.5,Bi-Level,2.0,0.0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,365000.0,2025-12-02,0.0,Land Sales,47.0,365000.0,12.80765263256463,7.049254841255837,28.055190538764784,0.328515111695138,18.561103810775293,365289.23501343053
Single Family Res,0.37,RESIDENTIAL,C," $99,656.00 "," $338,308.00 ",1271.0,1271.0,1998.0,3.0,One Story,1.0,1.0,0.4,1.0,1.0,0.0,0.0,425.0,2.0,,,,,,,,,,,,,,,,,439000.0,2022-04-07,0.0,Residential,62.0,439000.0,12.992254692057308,7.147559271189454,3.088042049934297,0.0,0.0,442185.1504975863
Single Family Res,0.37,RESIDENTIAL,C," $99,656.00 "," $338,308.00 ",1271.0,1271.0,1998.0,3.0,One Story,1.0,1.0,0.4,1.0,1.0,0.0,0.0,425.0,2.0,,,,,,,,,,,,,,,,,439000.0,2022-04-07,0.0,Land Sales,62.0,439000.0,12.992254692057308,7.147559271189454,3.088042049934297,0.0,0.0,459996.2207619458
Single Family Res,0.39,RESIDENTIAL,C," $112,087.00 "," $331,940.00 ",1645.0,0.0,1994.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,340.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,325000.0,2025-10-20,0.0,Residential,163.0,325000.0,12.691580461311874,7.405495663199472,28.055190538764784,0.328515111695138,17.1484888304862,324703.9981972802
Single Family Res,0.39,RESIDENTIAL,C," $112,087.00 "," $331,940.00 ",1645.0,0.0,1994.0,3.5,One Story,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,340.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,200.0,0.0,,325000.0,2025-10-20,0.0,Land Sales,163.0,325000.0,12.691580461311874,7.405495663199472,28.055190538764784,0.328515111695138,17.1484888304862,325639.780443407
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $187,189.00 ",698.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,100.0,0.0,,228000.0,2025-12-03,0.0,Residential,71.0,228000.0,12.337100907936577,6.548219102762372,28.055190538764784,0.328515111695138,18.593955321944808,227919.22215179203
Single Family Res,0.12,RESIDENTIAL,C," $61,936.00 "," $187,189.00 ",698.0,0.0,1997.0,3.5,One Story,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,100.0,0.0,,228000.0,2025-12-03,0.0,Land Sales,71.0,228000.0,12.337100907936577,6.548219102762372,28.055190538764784,0.328515111695138,18.593955321944808,228174.44035003858
Res Plex (2 - 4),0.35,DUPLEX,C," $79,340.00 "," $195,535.00 ",1456.0,0.0,1996.0,2.5,Duplex,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,199999.0,2025-06-13,0.0,Multi-Family,74.0,199999.0,12.206067645517674,7.283448228756631,28.055190538764784,0.328515111695138,12.910643889618921,187497.91677295056
Single Family Res,0.31,RESIDENTIAL,C," $92,479.00 "," $290,504.00 ",1140.0,500.0,2002.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,325000.0,2023-07-07,0.0,Residential,99.0,325000.0,12.691580461311874,7.038783541388542,18.068331143232587,0.0,0.0,340135.5675939651
Single Family Res,0.31,RESIDENTIAL,C," $92,479.00 "," $290,504.00 ",1140.0,500.0,2002.0,3.0,One Story,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,325000.0,2023-07-07,0.0,Land Sales,99.0,325000.0,12.691580461311874,7.038783541388542,18.068331143232587,0.0,0.0,353331.81510452606
Single Family Res,0.19,RESIDENTIAL,C," $75,204.00 "," $317,291.00 ",2132.0,871.0,1994.0,3.0,One Story,3.0,0.0,0.0,1.0,1.0,484.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,345000.0,2023-06-27,0.0,Residential,157.0,345000.0,12.751299696013497,7.664815785285735,17.73981603153745,0.0,0.0,360763.9304801695
Single Family Res,0.19,RESIDENTIAL,C," $75,204.00 "," $317,291.00 ",2132.0,871.0,1994.0,3.0,One Story,3.0,0.0,0.0,1.0,1.0,484.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,345000.0,2023-06-27,0.0,Land Sales,157.0,345000.0,12.751299696013497,7.664815785285735,17.73981603153745,0.0,0.0,374772.21879962477
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,360000.0,2023-01-13,0.0,Residential,80.0,360000.0,12.793859310432293,7.075808863978387,12.319316688567673,0.0,0.0,371269.6288793242
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,375000.0,2024-04-01,0.0,Residential,80.0,375000.0,12.834681304952548,7.075808863978387,26.905387647831798,0.0,0.0,401429.82629297004
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,360000.0,2023-01-13,0.0,Land Sales,80.0,360000.0,12.793859310432293,7.075808863978387,12.319316688567673,0.0,0.0,385884.94367702893
Single Family Res,0.74,RESIDENTIAL,C," $133,554.00 "," $361,386.00 ",1183.0,0.0,1995.0,3.0,One Story,2.0,0.0,0.0,1.0,1.0,351.0,1.0,0.0,0.0,2.0,1180.0,1.0,330.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,375000.0,2024-04-01,0.0,Land Sales,80.0,375000.0,12.834681304952548,7.075808863978387,26.905387647831798,0.0,0.0,416653.40416412574
MH Park,0.6,MOBILE HOME PARK/RV Park,C," $77,363.00 "," $100,547.00 ",5600.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,415000.0,2022-06-08,0.0,Multi-Family,,415000.0,12.936033799212835,8.630521876723241,5.124835742444152,0.0,0.0,369314.08208431915
Single Family Res,0.1,RESIDENTIAL,C," $51,201.00 "," $469,332.00 ",3035.0,0.0,2014.0,3.0,Two Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,292.0,1.0,,,,,,,,,,,,,,,,,480000.0,2022-02-23,0.0,Residential,19.0,480000.0,13.081541382884074,8.017966703493599,1.6754270696452036,0.0,0.0,481740.0801470391
Single Family Res,0.1,RESIDENTIAL,C," $51,201.00 "," $469,332.00 ",3035.0,0.0,2014.0,3.0,Two Story,3.0,0.0,0.0,1.0,1.0,0.0,0.0,292.0,1.0,,,,,,,,,,,,,,,,,480000.0,2022-02-23,0.0,Land Sales,19.0,480000.0,13.081541382884074,8.017966703493599,1.6754270696452036,0.0,0.0,501211.8147352018
Single Family Res,0.307,RESIDENTIAL,C," $82,232.00 "," $381,097.00 ",1533.0,1092.0,1996.0,3.0,One Story,3.0,1.0,1.0,1.0,1.0,0.0,0.0,322.0,1.0,,,,,,,,,,,,,,,,,415000.0,2025-05-16,0.0,Residential,72.0,415000.0,12.936033799212835,7.334981878871814,28.055190538764784,0.328515111695138,11.990801576872535,413799.0338553273
Single Family Res,0.307,RESIDENTIAL,C," $82,232.00 "," $381,097.00 ",1533.0,1092.0,1996.0,3.0,One Story,3.0,1.0,1.0,1.0,1.0,0.0,0.0,322.0,1.0,,,,,,,,,,,,,,,,,415000.0,2025-05-16,0.0,Land Sales,72.0,415000.0,12.936033799212835,7.334981878871814,28.055190538764784,0.328515111695138,11.990801576872535,417603.9372722226
Single Family Res,0.53,RESIDENTIAL,C," $103,564.00 "," $398,121.00 ",1503.0,1503.0,1997.0,3.0,One Story,2.0,1.0,0.97,1.0,1.0,0.0,0.0,376.0,2.0,,,,,,,,,,,,,,,,,350000.0,2024-06-18,0.0,Residential,69.0,350000.0,12.765688433465597,7.315218389752975,28.055190538764784,0.328515111695138,1.0840998685939554,347523.9096579701
Single Family Res,0.53,RESIDENTIAL,C," $103,564.00 "," $398,121.00 ",1503.0,1503.0,1997.0,3.0,One Story,2.0,1.0,0.97,1.0,1.0,0.0,0.0,376.0,2.0,,,,,,,,,,,,,,,,,350000.0,2024-06-18,0.0,Land Sales,69.0,350000.0,12.765688433465597,7.315218389752975,28.055190538764784,0.328515111695138,1.0840998685939554,355404.43804646895
Single Family Res,0.29,RESIDENTIAL,C," $80,277.00 "," $265,580.00 ",2052.0,0.0,1996.0,2.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,160.0,0.0,,0.0,,0.0,,0.0,,1.0,60.0,0.0,,240000.0,2023-03-29,0.0,Residential,147.0,240000.0,12.388394202324129,7.62657020629066,14.783180026281208,0.0,0.0,249076.75928142577
Single Family Res,0.29,RESIDENTIAL,C," $80,277.00 "," $265,580.00 ",2052.0,0.0,1996.0,2.5,One Story,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,160.0,0.0,,0.0,,0.0,,0.0,,1.0,60.0,0.0,,240000.0,2023-03-29,0.0,Land Sales,147.0,240000.0,12.388394202324129,7.62657020629066,14.783180026281208,0.0,0.0,258821.13607957412
Single Family Res,0.39,RESIDENTIAL,C," $90,979.00 "," $406,607.00 ",1244.0,1259.0,2001.0,3.0,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,504.0,2.0,1.0,1350.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,460000.0,2024-09-30,0.0,Residential,52.0,460000.0,13.038981768465277,7.126087273299125,28.055190538764784,0.328515111695138,4.50065703022339,457347.2574307688
Single Family Res,0.39,RESIDENTIAL,C," $90,979.00 "," $406,607.00 ",1244.0,1259.0,2001.0,3.0,One Story,3.0,0.0,1.0,1.0,1.0,0.0,0.0,504.0,2.0,1.0,1350.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,460000.0,2024-09-30,0.0,Land Sales,52.0,460000.0,13.038981768465277,7.126087273299125,28.055190538764784,0.328515111695138,4.50065703022339,465777.97149670817
Single Family Res,0.26,RESIDENTIAL,C," $76,659.00 "," $413,919.00 ",2224.0,735.0,1994.0,3.5,One and One Half,2.0,0.0,0.9,1.0,1.0,0.0,0.0,795.0,3.0,,,,,,,,,,,,,,,,,451100.0,2022-05-20,0.0,Residential,102.0,451100.0,13.019444323396486,7.707062655370473,4.50065703022339,0.0,0.0,456016.4941135147
Single Family Res,0.26,RESIDENTIAL,C," $76,659.00 "," $413,919.00 ",2224.0,735.0,1994.0,3.5,One and One Half,2.0,0.0,0.9,1.0,1.0,0.0,0.0,795.0,3.0,,,,,,,,,,,,,,,,,451100.0,2022-05-20,0.0,Land Sales,102.0,451100.0,13.019444323396486,7.707062655370473,4.50065703022339,0.0,0.0,474320.88914036914
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $347,206.00 ",1322.0,1322.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,958.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,541007.0,2024-02-29,0.0,Residential,76.0,541007.0,13.201187496746758,7.186901020411631,25.854139290407357,0.0,0.0,577582.8682076763
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $347,206.00 ",1322.0,1322.0,1996.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,958.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,541007.0,2024-02-29,0.0,Land Sales,76.0,541007.0,13.201187496746758,7.186901020411631,25.854139290407357,0.0,0.0,599546.7700483935
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $370,581.00 ",1069.0,780.0,2003.0,3.0,One Story,2.0,1.0,1.0,1.0,1.0,0.0,0.0,869.0,3.0,1.0,288.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,389000.0,2023-06-28,0.0,Residential,73.0,389000.0,12.871334622600584,6.974478911025045,17.772667542706962,0.0,0.0,406808.56059921015
Single Family Res,0.36,RESIDENTIAL,C," $98,509.00 "," $370,581.00 ",1069.0,780.0,2003.0,3.0,One Story,2.0,1.0,1.0,1.0,1.0,0.0,0.0,869.0,3.0,1.0,288.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,389000.0,2023-06-28,0.0,Land Sales,73.0,389000.0,12.871334622600584,6.974478911025045,17.772667542706962,0.0,0.0,422603.4177601732
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $250,297.00 ",1157.0,300.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,460.0,0.0,,491304.0,2022-04-11,0.0,Residential,106.0,491304.0,13.104818359788567,7.053585727193677,3.219448094612352,0.0,0.0,495034.88268405147
Single Family Res,0.28,RESIDENTIAL,C," $88,588.00 "," $250,297.00 ",1157.0,300.0,1994.0,3.0,One Story,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,460.0,0.0,,491304.0,2022-04-11,0.0,Land Sales,106.0,491304.0,13.104818359788567,7.053585727193677,3.219448094612352,0.0,0.0,514968.2797223806
Single Family Res,0.25,RESIDENTIAL,C," $84,447.00 "," $268,265.00 ",1124.0,820.0,1995.0,3.0,One Story,1.0,1.0,0.5,1.0,1.0,397.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,110.0,0.0,,425000.0,2022-04-05,0.0,Residential,80.0,425000.0,12.959844447906553,7.024649030453636,3.0223390275952693,0.0,0.0,428011.6885821934
Single Family Res,0.25,RESIDENTIAL,C," $84,447.00 "," $268,265.00 ",1124.0,820.0,1995.0,3.0,One Story,1.0,1.0,0.5,1.0,1.0,397.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,110.0,0.0,,425000.0,2022-04-05,0.0,Land Sales,80.0,425000.0,12.959844447906553,7.024649030453636,3.0223390275952693,0.0,0.0,445254.6418086382
Single Family Res,0.15,RESIDENTIAL,C," $68,057.00 "," $421,102.00 ",2148.0,0.0,2004.0,3.0,One and One Half (Unifinished 2nd),2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,529.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,335000.0,2022-08-12,0.0,Residential,39.0,335000.0,12.721885810807203,7.672292455628756,7.260183968462549,0.0,0.0,341048.21275348816
